,id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,start_date_local,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,elev_high,elev_low,pr_count,total_photo_count,suffer_score
168,2486462039,Carrera de tarde,11008.0,3275,3275,99.7,Run,2019-06-27T17:01:48Z,Dinamarca,5,5,5,1,0,3.361,4.5,82.2,True,163.4,176.0,41.7,6.9,1,0,121.0
169,2478744398,Fixie ride,22267.9,3424,4690,102.4,Ride,2019-06-25T09:48:45Z,Dinamarca,0,7,0,1,0,6.503,10.0,,True,135.9,156.0,94.3,2.4,0,1,36.0
170,2476102860,Carrera de mañana,6006.2,1788,1792,25.2,Run,2019-06-24T10:18:54Z,Dinamarca,4,4,0,1,0,3.359,4.5,83.9,True,155.5,168.0,12.0,2.2,3,0,50.0
171,2468061545,Actividad de mañana,0.0,532,532,0.0,WeightTraining,2019-06-16T08:38:39Z,Dinamarca,0,3,0,1,0,0.0,0.0,,True,102.4,121.0,,,0,0,1.0
172,2447950282,Actividad de noche,0.0,2382,2382,0.0,WeightTraining,2019-06-13T20:15:45Z,Dinamarca,0,2,0,1,0,0.0,0.0,,True,91.0,117.0,78.6,78.6,0,0,5.0
173,2446508170,Carrera de noche,6025.6,1875,1879,52.8,Run,2019-06-11T19:28:35Z,Dinamarca,2,3,0,1,0,3.214,5.8,81.7,True,174.3,196.0,41.7,16.4,0,0,101.0
174,2446507694,Actividad de noche,0.0,876,876,0.0,WeightTraining,2019-06-11T19:09:45Z,Dinamarca,0,3,0,1,0,0.0,0.0,,True,91.7,107.0,18.2,18.2,0,0,1.0
175,2446507832,Actividad de tarde,0.0,1064,1064,0.0,WeightTraining,2019-06-09T13:54:45Z,Dinamarca,0,4,0,1,0,0.0,0.0,,True,114.0,152.0,22.8,22.8,0,0,3.0
176,2426249967,Carrera de noche,6010.1,1664,1966,73.6,Run,2019-06-05T18:39:32Z,Dinamarca,2,3,0,1,0,3.612,5.3,84.0,True,178.1,194.0,40.1,6.5,1,0,103.0
177,2426249125,Carrera de tarde,7015.2,2164,2164,55.5,Run,2019-06-05T13:46:38Z,Dinamarca,1,3,0,1,0,3.242,4.1,81.5,True,129.8,146.0,41.7,7.6,1,0,10.0
178,2426266225,Actividad a la hora del almuerzo,0.0,1619,1619,0.0,WeightTraining,2019-06-03T11:30:28Z,Dinamarca,0,3,0,1,0,0.0,0.0,,True,95.3,129.0,19.6,19.6,0,0,3.0
179,2417409148,Back again ,16009.1,4884,4972,135.6,Run,2019-06-02T13:18:54Z,Dinamarca,6,7,0,1,0,3.278,4.9,82.5,True,164.6,189.0,45.1,6.2,6,2,191.0
180,2392768339,Carrera de mañana,10424.5,3335,3431,113.7,Run,2019-05-24T07:18:13Z,Dinamarca,0,5,0,1,0,3.126,4.1,82.7,True,138.6,155.0,42.2,7.9,0,0,30.0
181,2392767970,Actividad de noche,0.0,1547,1547,0.0,WeightTraining,2019-05-23T19:12:07Z,Dinamarca,0,0,0,1,0,0.0,0.0,,True,88.2,106.0,,,0,0,3.0
182,2379932063,Copenaghuen Marathon ,42367.5,15741,15846,192.3,Run,2019-05-19T09:31:48Z,Dinamarca,28,16,9,241,0,2.674,6.5,76.3,True,153.4,178.0,21.8,-1.0,11,1,408.0
183,2376663718,Carrera a la hora del almuerzo,3424.1,1162,1162,18.7,Run,2019-05-18T11:56:20Z,Dinamarca,0,1,0,1,0,2.947,3.7,82.2,True,147.0,173.0,41.7,26.4,0,0,21.0
184,2371613069,When you go to uni running instead of biking 🤣,4301.8,1344,1363,37.7,Run,2019-05-16T07:46:38Z,Dinamarca,0,5,0,1,0,3.201,4.4,84.3,True,126.1,137.0,42.5,13.0,0,0,5.0
185,2369050340,Carrera de mañana,9095.8,2770,2814,69.4,Run,2019-05-15T10:21:55Z,Dinamarca,2,3,0,1,0,3.284,4.5,83.9,True,147.4,163.0,43.9,7.9,0,0,54.0
186,2366189123,Carrera de mañana,8024.9,2304,2925,27.5,Run,2019-05-14T09:47:28Z,Dinamarca,3,4,0,1,0,3.483,4.8,86.1,True,132.1,148.0,49.5,36.1,1,0,12.0
187,2363747145,Carrera de mañana,9969.1,3027,3027,0.0,Run,2019-05-13T10:50:54Z,Dinamarca,0,3,0,1,0,3.293,3.5,86.1,True,147.4,172.0,,,0,0,59.0
188,2358756430,Last one! 🚀🚀,30034.0,9179,9275,237.3,Run,2019-05-11T12:45:11Z,Dinamarca,9,13,12,1,0,3.272,5.1,84.5,True,184.1,223.0,56.7,7.9,4,0,598.0
189,2358753053,Carrera de tarde,12061.2,3736,3736,109.9,Run,2019-05-10T17:41:08Z,Dinamarca,0,3,0,1,0,3.228,4.2,83.4,True,149.8,176.0,41.7,8.0,0,0,80.0
190,2352049290,Series en cinta ,7199.0,2092,3020,0.0,Run,2019-05-08T18:55:41Z,Dinamarca,0,4,0,1,0,3.441,4.4,82.0,True,120.4,156.0,,,0,0,12.0
191,2348301691,Carrera de mañana,10683.8,3208,3208,0.0,Run,2019-05-07T10:00:37Z,Dinamarca,0,3,0,1,0,3.33,3.6,84.9,True,140.2,168.0,,,0,0,34.0
192,2346734996,Keep pushing ,15792.1,4548,4593,144.4,Run,2019-05-06T16:49:34Z,Dinamarca,2,9,2,1,0,3.472,4.9,84.5,True,171.8,196.0,41.7,8.0,1,0,230.0
193,2343841374,Pájara a la hora del almuerzo,27996.0,8724,8974,215.5,Run,2019-05-05T12:31:00Z,Dinamarca,6,8,3,1,0,3.209,4.5,83.0,True,167.7,197.0,41.7,5.5,3,0,392.0
194,2339153491,Carrera de noche,17715.2,5259,6469,156.9,Run,2019-05-03T18:19:53Z,Dinamarca,3,6,0,1,0,3.369,4.7,84.1,True,160.2,177.0,41.7,7.9,1,0,172.0
195,2334503327,Carrera de tarde,10515.6,3326,3436,108.5,Run,2019-05-01T17:09:25Z,Dinamarca,0,6,0,2,0,3.162,5.8,83.2,True,148.6,176.0,57.4,13.6,0,0,63.0
196,2329903679,Series day 😜,13406.9,3813,4906,84.9,Run,2019-04-30T08:21:07Z,Dinamarca,4,6,0,1,0,3.516,4.5,86.1,True,147.0,171.0,43.9,18.0,2,0,75.0
197,2326457426,Carrera de tarde,30001.3,9179,9464,262.3,Run,2019-04-28T17:23:10Z,Dinamarca,12,8,2,1,0,3.268,6.0,83.9,True,164.2,195.0,56.7,5.5,5,0,362.0
198,2319730175,Haciendo unos recados 🚴🏽‍♂️,11149.5,2031,2608,71.0,Ride,2019-04-26T08:45:08Z,Dinamarca,0,6,0,1,0,5.49,8.9,,False,,,34.8,13.0,0,0,
199,2318406798,Cool down,2449.2,758,764,7.9,Run,2019-04-25T19:02:41Z,Dinamarca,0,3,0,1,0,3.231,4.3,,False,,,44.1,36.1,0,0,
0,2318368767,3/3,5007.3,1396,1412,25.6,Run,2019-04-25T18:29:51Z,Dinamarca,2,0,0,2,0,3.587,5.2,,False,,,45.6,34.9,2,0,
1,2318251788,2/3,5008.8,1434,1451,26.8,Run,2019-04-25T17:53:52Z,Dinamarca,0,2,6,2,0,3.493,5.2,,False,,,38.0,16.6,0,0,
2,2318165585,1/3,5017.5,1428,1447,24.6,Run,2019-04-25T17:18:39Z,Dinamarca,1,0,0,2,0,3.514,4.8,,False,,,43.9,32.4,1,0,
3,2318109041,Warm up,2603.4,837,844,7.9,Run,2019-04-25T17:01:37Z,Dinamarca,0,0,0,1,0,3.11,4.8,,False,,,44.1,36.1,0,0,
4,2315572432,Descanso activo?,8005.2,2501,2521,86.2,Run,2019-04-24T16:53:41Z,Dinamarca,0,7,0,1,0,3.201,4.8,,False,,,41.7,15.7,0,0,
5,2311829277,Morning run from DTU,14002.6,4356,4498,106.1,Run,2019-04-23T08:08:23Z,Dinamarca,3,5,0,2,0,3.215,5.4,,False,,,52.8,5.5,1,0,
6,2310679378,Cool down ,1714.2,574,609,2.2,Run,2019-04-22T19:19:51Z,Dinamarca,0,3,0,1,0,2.986,4.3,,False,,,34.9,28.3,0,0,
7,2310643967,5x(2km a 4:30/3’30rec) pero Strava no me cree,9847.0,2782,3708,50.6,Run,2019-04-22T18:12:13Z,Dinamarca,0,6,2,1,0,3.54,5.6,,False,,,41.7,30.6,0,0,
8,2310473966,Warm up,1699.3,607,667,8.7,Run,2019-04-22T18:00:27Z,Dinamarca,0,3,0,1,0,2.8,4.2,,False,,,34.9,28.3,0,0,
9,2308127835,Long run today ,30039.1,9542,9592,265.4,Run,2019-04-21T17:07:35Z,Dinamarca,7,9,7,1,0,3.148,5.7,,False,,,42.1,5.5,2,2,
10,2302229386,Carrera de tarde,14026.4,4331,4363,139.8,Run,2019-04-19T16:24:48Z,Dinamarca,0,5,0,1,0,3.239,6.0,,False,,,42.1,8.7,0,0,
11,2299080606,Cool down ,1235.8,441,462,0.0,Run,2019-04-18T14:10:11Z,Dinamarca,0,2,0,1,0,2.802,5.0,,False,,,34.9,28.3,0,0,
12,2299055486,Series Day- Fun Day ,9997.5,2884,3888,103.2,Run,2019-04-18T13:00:00Z,Dinamarca,2,4,2,1,0,3.467,5.6,,False,,,41.7,7.9,2,1,
13,2298899529,Warm up ,1793.1,602,609,15.4,Run,2019-04-18T12:49:39Z,Dinamarca,0,2,0,1,0,2.979,4.0,,False,,,41.7,28.3,0,0,
14,2297152925,"Como me he dejado el cargador del garmin en España, aprovecho para salir con el móvil y sacar unas fotos del parque de los ciervos  🤪",13546.2,4108,4298,138.8,Run,2019-04-17T17:48:42Z,Dinamarca,4,6,2,1,0,3.298,4.9,,False,,,41.7,7.9,1,5,
15,2292381349,"El reloj se ha rayado 0,24km 🙃",8240.0,2602,2653,77.9,Run,2019-04-15T19:57:52Z,Dinamarca,4,7,0,1,0,3.167,10.5,83.3,True,161.4,176.0,41.7,8.0,4,0,90.0
16,2288540392,Nike Marathon test 3 (half marathon),21234.3,5939,5939,109.9,Run,2019-04-14T09:30:47Z,Dinamarca,28,11,5,54,0,3.575,4.8,85.9,True,164.0,179.0,21.8,5.7,16,0,236.0
17,2288538369,Carrera de noche,3557.9,1157,1157,13.2,Run,2019-04-13T20:23:21Z,Dinamarca,0,4,0,1,0,3.075,4.9,84.6,True,138.2,151.0,41.7,28.3,0,0,10.0
18,2282869780,Carrera de tarde,7999.7,2533,2533,9.9,Run,2019-04-11T13:17:44Z,Dinamarca,0,5,0,1,0,3.158,3.5,84.0,True,127.6,148.0,5.2,-0.2,0,0,11.0
19,2282869441,Senderismo a la hora del almuerzo,4209.9,3602,3602,0.0,Hike,2019-04-11T11:12:33Z,Dinamarca,0,0,0,1,0,1.169,1.4,52.7,True,80.8,105.0,3.3,-0.1,0,0,5.0
20,2279847122,"Series day, fun day ",10617.4,3126,3848,68.5,Run,2019-04-10T17:45:56Z,Dinamarca,7,4,2,1,0,3.396,4.7,85.8,True,139.5,158.0,20.4,2.6,4,0,36.0
21,2276399107,Carrera de mañana,10000.2,3166,3166,54.4,Run,2019-04-09T09:36:43Z,Dinamarca,3,6,0,1,0,3.159,3.8,83.7,True,163.2,183.0,19.4,0.2,1,0,118.0
22,2275356716,Carrera de noche,12541.3,3934,3937,304.0,Run,2019-04-08T20:06:32Z,Dinamarca,1,7,0,1,0,3.188,5.9,83.9,True,166.6,193.0,510.5,411.4,0,0,163.0
23,2272776632,Carrera de tarde,13001.5,4138,4167,291.3,Run,2019-04-07T17:38:51Z,Dinamarca,1,8,2,1,0,3.142,6.2,83.8,True,143.9,171.0,469.9,363.3,1,0,57.0
24,2268674434,Carrera de mañana,20013.1,6278,6280,148.6,Run,2019-04-06T10:48:33Z,Dinamarca,9,6,0,1,0,3.188,5.3,83.6,True,176.5,191.0,49.6,-0.2,5,0,376.0
25,2264080478,Carrera en ayunas ,13013.6,4081,4215,147.4,Run,2019-04-04T11:18:16Z,Dinamarca,22,4,5,1,0,3.189,7.7,85.4,True,156.3,178.0,685.3,650.3,8,0,120.0
26,2263967699,Carrera de tarde,12175.8,3905,3963,136.5,Run,2019-04-03T17:37:13Z,Dinamarca,20,2,0,1,0,3.118,5.0,82.7,True,148.9,188.0,684.5,650.2,10,0,77.0
27,2257728050,Carrera de noche,12230.9,3673,4603,56.6,Run,2019-04-01T18:21:22Z,Dinamarca,0,7,0,1,0,3.33,4.9,87.0,True,127.6,148.0,41.7,26.7,0,0,17.0
28,2252410929,Carrera de tarde,20003.4,6691,6691,173.0,Run,2019-03-30T15:39:20Z,Dinamarca,4,6,0,2,0,2.99,4.4,83.1,True,159.2,179.0,45.1,7.9,0,0,216.0
29,2249302460,Carrera de mañana,14005.7,4420,4420,128.7,Run,2019-03-29T10:59:05Z,Dinamarca,2,4,0,1,0,3.169,4.2,83.8,True,134.5,172.0,45.1,7.9,0,0,29.0
30,2247664099,Carrera de tarde,13858.5,4499,4507,114.5,Run,2019-03-28T17:44:32Z,Dinamarca,1,3,0,1,0,3.08,4.1,81.8,True,145.4,170.0,41.7,7.9,1,0,76.0
31,2242189410,Carrera de tarde,9698.9,3442,3442,0.0,Run,2019-03-26T16:20:13Z,Dinamarca,0,6,0,1,0,2.818,5.5,82.7,True,153.8,179.0,,,0,0,88.0
32,2240057137,Carrera de tarde,11612.2,3652,3664,110.7,Run,2019-03-25T17:44:18Z,Dinamarca,2,6,0,1,0,3.18,4.8,84.3,True,139.5,160.0,41.7,7.9,1,0,43.0
33,2237789752,Actividad de tarde,0.0,2148,2148,0.0,WeightTraining,2019-03-24T17:12:04Z,Dinamarca,0,1,0,1,0,0.0,0.0,,True,77.0,133.0,,,0,0,3.0
34,2234095743,Wonderful run 🏃 🌞 🦌 ,15304.2,5153,5156,140.5,Run,2019-03-23T13:17:27Z,Dinamarca,0,6,0,3,0,2.97,3.9,83.0,True,166.2,192.0,41.7,7.9,0,0,216.0
35,2231549753,Carrera a la hora del almuerzo,12091.0,3830,3830,111.7,Run,2019-03-22T12:55:37Z,Dinamarca,0,5,0,1,0,3.157,4.5,83.8,True,151.6,173.0,41.7,7.9,0,0,91.0
36,2229811154,Carrera de tarde,16500.6,5243,5243,96.1,Run,2019-03-21T17:08:24Z,Dinamarca,2,4,1,1,0,3.147,4.3,81.8,True,166.3,184.0,56.7,35.0,0,0,225.0
37,2224519220,Otro martes de series 😝,7506.8,2654,2654,0.0,Run,2019-03-19T14:58:17Z,Dinamarca,0,6,0,1,0,2.828,4.1,82.6,True,138.9,166.0,,,0,0,29.0
38,2222421037,Carrera de tarde,11651.2,3721,3723,87.4,Run,2019-03-18T16:48:28Z,Dinamarca,2,5,0,1,0,3.131,4.3,82.8,True,166.4,189.0,41.7,7.0,2,0,156.0
39,2216882021,Carrera a la hora del almuerzo,15380.9,4898,4914,121.3,Run,2019-03-16T12:19:26Z,Dinamarca,9,6,0,2,0,3.14,5.1,83.9,True,145.0,159.0,45.1,13.6,3,0,80.0
40,2214664186,Carrera a la hora del almuerzo,11054.3,3525,3525,109.8,Run,2019-03-15T11:43:08Z,Dinamarca,1,5,0,1,0,3.136,4.6,83.6,True,182.5,203.0,41.7,6.9,0,0,225.0
41,2212635916,Carrera a la hora del almuerzo,11094.5,3601,3601,0.0,Run,2019-03-14T12:13:56Z,Dinamarca,0,4,0,1,0,3.081,3.4,82.9,True,118.6,137.0,,,0,0,12.0
42,2210876133,Actividad de tarde,0.0,3024,3024,0.0,WeightTraining,2019-03-13T16:25:00Z,Dinamarca,0,4,0,1,0,0.0,0.0,,True,90.4,148.0,,,0,0,6.0
43,2208666818,Series pasadas por agua 💦 🌨 ❄️ ,11873.3,3995,4023,63.1,Run,2019-03-12T16:31:12Z,Dinamarca,4,4,0,1,0,2.972,4.9,78.8,True,135.6,168.0,41.7,25.9,1,0,38.0
44,2207803263,Carrera de mañana,10979.3,3602,3602,115.6,Run,2019-03-11T09:50:31Z,Dinamarca,0,5,0,1,0,3.048,4.1,83.2,True,160.3,184.0,41.7,7.0,0,0,121.0
45,2197254499,Carrera de tarde,14999.3,4950,4950,150.0,Run,2019-03-07T15:14:40Z,Dinamarca,0,9,0,1,0,3.03,3.9,83.1,True,156.3,174.0,47.1,15.9,0,0,139.0
46,2195134104,Carrera de tarde,14088.9,4612,4617,99.7,Run,2019-03-06T15:13:35Z,Dinamarca,4,3,0,1,0,3.055,5.9,80.9,True,147.9,174.0,41.7,6.7,3,0,86.0
47,2192970660,Carrera de tarde,13470.4,4316,4331,97.4,Run,2019-03-05T15:52:26Z,Dinamarca,2,4,0,1,0,3.121,4.3,82.8,True,160.9,183.0,41.7,7.0,0,0,149.0
48,2188723638,Carrera de tarde,10017.7,3227,3229,113.0,Run,2019-03-03T15:18:13Z,Dinamarca,0,4,0,1,0,3.104,4.1,82.7,True,146.2,175.0,41.7,6.4,0,0,55.0
49,2185065215,Carrera de mañana,12729.2,3892,3912,79.3,Run,2019-03-02T08:17:27Z,Dinamarca,0,7,1,1,0,3.271,5.1,83.4,True,177.2,193.0,41.7,4.4,0,0,235.0
50,2181784761,Carrera de tarde,11452.1,3601,3601,0.0,Run,2019-02-28T15:40:37Z,Dinamarca,0,4,0,1,0,3.18,3.5,83.9,True,170.9,184.0,,,0,0,182.0
51,2179397294,Carrera de tarde,8000.8,2882,2882,0.0,Run,2019-02-27T15:03:56Z,Dinamarca,0,3,0,1,0,2.776,4.8,83.1,True,164.0,192.0,,,0,0,111.0
52,2176735190,Carrera de tarde,9365.8,3001,3011,31.2,Run,2019-02-26T14:11:05Z,Dinamarca,1,3,0,1,0,3.121,4.3,82.5,True,166.8,186.0,49.4,36.1,0,0,133.0
53,2160164248,Carrera de tarde,10009.5,3063,3074,36.4,Run,2019-02-19T14:19:13Z,Dinamarca,3,4,0,1,0,3.268,4.4,85.1,True,160.6,181.0,49.5,36.1,1,0,102.0
54,2157449231,Carrera de mañana,9402.1,3000,3005,31.1,Run,2019-02-18T10:09:52Z,Dinamarca,5,5,0,1,0,3.134,5.0,84.9,True,118.7,136.0,49.4,36.1,1,0,10.0
55,2153066174,Carrera de tarde,12008.3,3762,3762,98.1,Run,2019-02-16T14:12:19Z,Dinamarca,2,2,0,1,0,3.192,4.3,84.4,True,155.7,191.0,45.1,13.5,1,0,106.0
56,2148129636,Carrera de mañana,12015.8,3873,3873,139.4,Run,2019-02-14T10:15:43Z,Dinamarca,1,6,0,1,0,3.102,4.2,84.0,True,172.5,198.0,41.7,3.4,0,0,200.0
57,2140734226,Carrera a la hora del almuerzo,7554.8,2479,2479,0.0,Run,2019-02-12T11:21:25Z,Dinamarca,0,4,0,1,0,3.048,4.7,86.4,True,138.6,162.0,,,0,0,29.0
58,2139056523,Carrera de tarde,12704.8,3971,3971,0.0,Run,2019-02-11T15:09:28Z,Dinamarca,0,3,0,1,0,3.199,3.8,85.8,True,155.4,181.0,,,0,0,107.0
59,2134345821,Carrera de tarde,11709.9,3594,3595,0.0,Run,2019-02-09T13:46:36Z,Dinamarca,0,2,0,1,0,3.258,3.6,85.9,True,138.3,162.0,,,0,0,35.0
60,2130059435,Carrera de mañana,12295.7,3980,3980,0.0,Run,2019-02-07T09:13:59Z,Dinamarca,0,4,0,1,0,3.089,3.8,84.0,True,148.2,180.0,,,0,0,79.0
61,2125375421,Carrera de mañana,10236.8,3601,3601,0.0,Run,2019-02-05T10:29:01Z,Dinamarca,0,3,0,1,0,2.843,4.3,83.3,True,140.2,182.0,,,0,0,43.0
62,2123328579,Carrera de mañana,8812.8,2910,2928,0.0,Run,2019-02-04T10:47:13Z,Dinamarca,0,4,1,1,0,3.028,3.9,81.6,True,157.0,177.0,,,0,0,84.0
63,2119419625,Carrera de tarde,9013.5,2944,3033,91.0,Run,2019-02-02T16:04:01Z,Dinamarca,1,5,1,1,0,3.062,4.8,82.5,True,159.5,177.0,41.7,16.3,0,0,97.0
64,2117265079,Series en cinta,7222.7,2693,2693,0.0,Run,2019-02-01T15:31:12Z,Dinamarca,0,4,0,1,0,2.682,3.7,81.7,True,141.2,163.0,,,0,0,36.0
65,2117110966,Carrera de noche,12094.8,3919,3919,0.0,Run,2019-01-31T18:28:09Z,Dinamarca,0,5,0,1,0,3.086,4.1,83.1,True,157.5,173.0,,,0,0,112.0
66,2098560342,Carrera de tarde,7039.7,2903,2903,0.0,Run,2019-01-23T14:27:25Z,Dinamarca,0,3,2,1,0,2.425,4.3,82.6,True,147.5,186.0,,,0,0,59.0
67,2093917305,Objetivo Maratón 🙌🏽🙌🏽,9173.7,2951,2951,0.0,Run,2019-01-21T15:46:27Z,Dinamarca,0,4,1,1,0,3.109,3.7,84.2,True,159.3,172.0,,,0,0,94.0
68,2090934336,Carrera a la hora del almuerzo,3456.7,1089,1089,0.0,Run,2019-01-20T11:04:46Z,Dinamarca,0,1,0,1,0,3.174,4.3,85.7,True,151.3,161.0,,,0,0,27.0
69,2084357380,Actividad de mañana,0.0,715,715,0.0,WeightTraining,2019-01-17T10:14:09Z,Dinamarca,0,0,0,1,0,0.0,0.0,,True,98.5,121.0,,,0,0,1.0
70,2084357224,Test +1km/h cada minuto,2385.3,675,675,0.0,Run,2019-01-17T09:58:27Z,Dinamarca,0,3,0,1,0,3.534,5.2,87.4,True,153.6,173.0,,,0,0,18.0
71,2079865627,Carrera a la hora del almuerzo,5192.2,1614,1614,0.0,Run,2019-01-15T11:16:58Z,Dinamarca,0,3,0,1,0,3.217,3.9,85.2,True,150.3,175.0,,,0,0,33.0
72,2079824061,Actividad de mañana,0.0,1724,1724,0.0,WeightTraining,2019-01-15T10:47:49Z,Dinamarca,0,1,0,1,0,0.0,0.0,,True,93.5,146.0,,,0,0,3.0
73,2062478311,Ciclismo por las rocosas montañas de Xixona ,21229.2,6199,7470,558.1,Ride,2019-01-07T16:01:33Z,Dinamarca,2,8,0,1,0,3.425,12.2,,True,141.0,185.0,845.2,414.8,1,2,88.0
74,2056424668,Actividad de mañana,0.0,868,868,0.0,Workout,2019-01-05T10:02:49Z,Dinamarca,0,0,0,1,0,0.0,0.0,,True,81.1,113.0,,,0,0,1.0
75,2055241104,Carrera de tarde,7015.0,2172,2172,137.3,Run,2019-01-04T17:19:09Z,Dinamarca,0,4,0,1,0,3.23,6.2,82.9,True,171.5,191.0,470.9,385.1,0,0,108.0
76,2052242891,Carrera de mañana,5005.8,1616,1616,103.8,Run,2019-01-03T10:30:17Z,Dinamarca,0,5,0,1,0,3.098,4.1,82.4,True,144.4,170.0,510.6,433.8,0,0,25.0
77,2041532008,Excursión de mañana,7673.7,6453,6618,286.6,Hike,2018-12-29T08:58:14Z,Dinamarca,0,5,0,1,0,1.189,2.4,57.7,True,77.6,132.0,711.9,449.9,0,0,9.0
78,2039868408,Excursión de mañana,10096.5,8336,11027,690.6,Hike,2018-12-28T09:33:56Z,Dinamarca,0,4,0,1,0,1.211,2.4,59.9,True,119.3,181.0,1125.9,430.0,0,0,46.0
79,2038586621,Actividad de tarde,0.0,949,949,0.0,Workout,2018-12-27T17:30:58Z,Dinamarca,0,0,0,1,0,0.0,0.0,,True,91.9,119.0,,,0,0,2.0
80,2037947876,El Peporro va en moto #BreakingGas,6442.3,1974,1993,169.6,Run,2018-12-27T11:59:40Z,Dinamarca,1,2,0,1,0,3.264,4.8,,False,,,530.2,397.1,0,0,
81,2029242249,Carrera a la hora del almuerzo,5690.5,1783,1788,155.1,Run,2018-12-22T11:10:41Z,Dinamarca,1,4,0,1,0,3.192,4.8,,False,,,492.9,397.8,0,0,
82,2012289682,4x1000 post gym en cinta ,4000.0,1040,1040,0.0,Run,2018-12-11T20:27:56Z,Dinamarca,0,4,0,1,0,3.846,0.0,,False,,,,,0,0,
83,2008266280,Morning run with the beast,15654.2,4833,4932,123.3,Run,2018-12-09T12:29:21Z,Dinamarca,1,7,1,2,0,3.239,6.1,,False,,,45.1,13.5,0,1,
84,2005146076,"Me encanta cuando Strava no funciona 🙃🙄, la sauna no falla ",9000.0,2655,2655,0.0,Run,2018-12-07T18:34:12Z,Dinamarca,0,4,0,1,0,3.39,0.0,,False,,,,,0,1,
85,2003412996,"Soltando piernas, descanso activo ",2300.0,840,840,0.0,Run,2018-12-06T17:13:08Z,Dinamarca,0,0,0,1,0,2.738,0.0,,False,,,,,0,0,
86,1999403581,Cinta,4000.0,1200,1200,0.0,Run,2018-12-04T11:34:03Z,Dinamarca,0,0,0,1,0,3.333,0.0,,False,,,,,0,1,
87,1992791299,Running + Sauna + beer ,8900.3,2554,2571,32.3,Run,2018-11-30T15:47:42Z,Dinamarca,7,8,3,2,0,3.485,5.6,,False,,,49.5,36.1,3,1,
88,1977310174,Carrera de tarde,12015.5,3680,3699,85.0,Run,2018-11-21T17:07:51Z,Dinamarca,0,5,0,1,0,3.265,4.9,,False,,,52.3,21.1,0,0,
89,1973951760,Carrera de noche,8011.8,2516,2565,52.0,Run,2018-11-19T18:21:39Z,Dinamarca,1,3,0,1,0,3.184,4.8,,False,,,35.2,21.4,0,0,
90,1966152098,Carrera de tarde,6000.0,1800,1800,0.0,Run,2018-11-15T15:11:33Z,Dinamarca,0,3,0,1,0,3.333,0.0,,False,,,,,0,0,
91,1951351033,Carrera de tarde,9000.5,2626,2656,85.7,Run,2018-11-07T16:04:10Z,Dinamarca,1,5,0,1,0,3.427,5.5,,False,,,41.6,15.1,1,0,
92,1947889500,Carrera de noche,8008.5,2413,2435,50.3,Run,2018-11-05T19:03:59Z,,2,5,3,1,0,3.319,4.6,,False,,,35.4,21.4,2,0,
93,1944610922,Entreno en ayunas ,10016.3,3206,3358,94.7,Run,2018-11-04T08:10:01Z,,0,3,0,1,0,3.124,4.7,,False,,,41.6,15.5,0,0,
94,1938881462,"Carrera suave, sumando km",7207.3,2333,2372,45.8,Run,2018-11-01T08:13:29Z,,0,1,0,1,0,3.089,4.3,,False,,,44.9,27.6,0,0,
95,1936381552,Carrera de noche,8039.9,2480,2540,52.7,Run,2018-10-30T20:21:07Z,,0,2,0,1,0,3.242,4.5,,False,,,35.3,21.4,0,0,
96,1932166713,"3ºC , que frío ",8518.9,2459,2750,88.1,Run,2018-10-28T13:31:18Z,,0,3,0,1,0,3.464,5.1,,False,,,41.5,13.6,0,0,
97,1849881119,Carrera de tarde,8508.8,2787,2850,88.6,Run,2018-09-18T15:44:54Z,,1,1,0,2,0,3.053,6.3,,False,,,38.8,12.0,0,0,
98,1829301820,After WORKOUT,4379.2,1435,1447,40.0,Run,2018-09-09T11:32:04Z,,0,0,0,1,0,3.052,4.6,,False,,,43.2,18.5,0,0,
99,1818940656,🤟🏽🤟🏽,10016.3,3222,3237,71.9,Run,2018-09-04T17:08:06Z,,0,4,3,1,0,3.109,4.5,,False,,,46.2,17.0,0,0,
100,1814197138,DETOX,5765.9,1981,2913,109.0,Run,2018-09-02T13:52:01Z,,0,0,0,1,0,2.911,4.7,,False,,,58.0,20.0,0,0,
101,1770798513,"Carrer mañanera, musho calor 💥",5095.2,1570,1577,29.5,Run,2018-08-14T08:45:16Z,,2,2,0,1,0,3.245,4.1,,False,,,13.0,4.2,0,0,
102,1757726093,Día 0,4011.8,1392,1408,20.8,Run,2018-08-08T09:07:48Z,,2,0,0,1,0,2.882,4.0,,False,,,13.2,4.0,0,0,
103,1739821873,Caminata de tarde,3812.8,2697,2697,0.0,Walk,2018-07-31T13:12:08Z,,0,0,0,1,0,1.414,2.1,,False,,,1.6,-0.1,0,0,
104,1737599372,Caminata de tarde,3621.8,2549,2549,0.0,Walk,2018-07-30T13:12:21Z,,0,0,0,1,0,1.421,2.0,,False,,,1.6,-0.1,0,0,
105,1727529482,Carrera de noche,8097.5,2483,2507,65.8,Run,2018-07-25T20:12:46Z,,3,0,0,1,0,3.261,4.9,,False,,,18.3,4.0,1,0,
106,1727051797,Descanso activo ,3560.4,2475,2475,0.0,Walk,2018-07-25T16:56:58Z,,0,0,0,1,0,1.439,2.1,,False,,,1.7,-0.1,0,0,
